transitions,memory(MB),memory(MB),memory(GB),memory(GB)
169.97,3003.819622,1102.672691,3.003819622,1.102672691
169.98,3003.830272,1102.669414,3.003830272,1.102669414
169.99,3003.837645,1102.669414,3.003837645,1.102669414
170,3003.844198,1102.669414,3.003844198,1.102669414
170.01,3003.837645,1102.666138,3.003837645,1.102666138
170.02,3003.952333,1102.666138,3.003952333,1.102666138
170.03,3004.02688,1102.669414,3.00402688,1.102669414
170.04,3004.140749,1102.669414,3.004140749,1.102669414
170.05,3004.268544,1102.669414,3.004268544,1.102669414
170.06,3004.339814,1102.666138,3.004339814,1.102666138
170.07,3004.485632,1102.666138,3.004485632,1.102666138
170.08,3004.493005,1102.669414,3.004493005,1.102669414
170.09,3004.515123,1102.669414,3.004515123,1.102669414
170.1,3004.585574,1102.669414,3.004585574,1.102669414
170.11,3004.755149,1102.672691,3.004755149,1.102672691
170.12,3004.854272,1102.672691,3.004854272,1.102672691
170.13,3005.097574,1102.672691,3.005097574,1.102672691
170.14,3005.324493,1102.666138,3.005324493,1.102666138
170.15,3005.67511,1102.666138,3.00567511,1.102666138
170.16,3006.163354,1102.670234,3.006163354,1.102670234
170.17,3006.458266,1102.67351,3.006458266,1.10267351
170.18,3006.778573,1102.67351,3.006778573,1.10267351
170.19,3007.207834,1102.67351,3.007207834,1.10267351
170.2,3007.442944,1102.67351,3.007442944,1.10267351
170.21,3007.550259,1102.675149,3.007550259,1.102675149
170.22,3007.768986,1102.675149,3.007768986,1.102675149
170.23,3007.946752,1102.678426,3.007946752,1.102678426
170.24,3008.151552,1102.686618,3.008151552,1.102686618
170.25,3008.607846,1102.689894,3.008607846,1.102689894
170.26,3009.209958,1102.692352,3.009209958,1.102692352
170.27,3009.708032,1102.692352,3.009708032,1.102692352
170.28,3010.125005,1102.688256,3.010125005,1.102688256
170.29,3010.6624,1102.688256,3.0106624,1.102688256
170.3,3011.065446,1102.680064,3.011065446,1.102680064
170.31,3011.361178,1102.680064,3.011361178,1.102680064
170.32,3011.577446,1102.671872,3.011577446,1.102671872
170.33,3011.674931,1102.671872,3.011674931,1.102671872
170.34,3011.715072,1102.671872,3.011715072,1.102671872
170.35,3011.769139,1102.671872,3.011769139,1.102671872
170.36,3011.810099,1102.671872,3.011810099,1.102671872
170.37,3011.836314,1102.671872,3.011836314,1.102671872
170.38,3011.862528,1102.675149,3.011862528,1.102675149
170.39,3011.915776,1102.675149,3.011915776,1.102675149
170.4,3011.953459,1102.678426,3.011953459,1.102678426
170.41,3011.978854,1102.683341,3.011978854,1.102683341
170.42,3012.00343,1102.686618,3.01200343,1.102686618
170.43,3012.025549,1102.683341,3.012025549,1.102683341
170.44,3012.037018,1102.683341,3.012037018,1.102683341
170.45,3012.032922,1102.676787,3.012032922,1.102676787
170.46,3012.028826,1102.684979,3.012028826,1.102684979
170.47,3012.023091,1102.684979,3.012023091,1.102684979
170.48,3012.017357,1102.684979,3.012017357,1.102684979
170.49,3012.012442,1102.684979,3.012012442,1.102684979
170.5,3012.007526,1102.688256,3.012007526,1.102688256
170.51,3012.002611,1102.688256,3.012002611,1.102688256
170.52,3011.997696,1102.691533,3.011997696,1.102691533
170.53,3011.991962,1102.69481,3.011991962,1.10269481
170.54,3011.98295,1102.69481,3.01198295,1.10269481
170.55,3011.976397,1102.698086,3.011976397,1.102698086
170.56,3011.971482,1102.698086,3.011971482,1.102698086
170.57,3011.964109,1102.698086,3.011964109,1.102698086
170.58,3011.960013,1102.69481,3.011960013,1.10269481
170.59,3011.953459,1102.684979,3.011953459,1.102684979
170.6,3011.948544,1102.684979,3.011948544,1.102684979
170.61,3011.997696,1102.684979,3.011997696,1.102684979
170.62,3012.114022,1102.684979,3.012114022,1.102684979
170.63,3012.244275,1102.684979,3.012244275,1.102684979
170.64,3012.319642,1102.689894,3.012319642,1.102689894
170.65,3012.31145,1102.693171,3.01231145,1.102693171
170.66,3012.318003,1102.693171,3.012318003,1.102693171
170.67,3012.34176,1102.693171,3.01234176,1.102693171
170.68,3012.346675,1102.698906,3.012346675,1.102698906
170.69,3012.357325,1102.706278,3.012357325,1.102706278
170.7,3012.370432,1102.706278,3.012370432,1.102706278
170.71,3012.418765,1102.706278,3.012418765,1.102706278
170.72,3012.521984,1102.706278,3.012521984,1.102706278
170.73,3012.731699,1102.706278,3.012731699,1.102706278
170.74,3012.839014,1102.706278,3.012839014,1.102706278
170.75,3013.02743,1102.709555,3.01302743,1.102709555
170.76,3013.201101,1102.696448,3.013201101,1.102696448
170.77,3013.332992,1102.696448,3.013332992,1.102696448
170.78,3013.380506,1102.696448,3.013380506,1.102696448
170.79,3013.435392,1102.696448,3.013435392,1.102696448
170.8,3013.474714,1102.696448,3.013474714,1.102696448
170.81,3013.500928,1102.696448,3.013500928,1.102696448
170.82,3013.512397,1102.696448,3.013512397,1.102696448
170.83,3013.521408,1102.696448,3.013521408,1.102696448
170.84,3013.530419,1102.696448,3.013530419,1.102696448
170.85,3013.55008,1102.699725,3.01355008,1.102699725
170.86,3013.544346,1102.712832,3.013544346,1.102712832
170.87,3013.53943,1102.712832,3.01353943,1.102712832
170.88,3013.532877,1102.712832,3.013532877,1.102712832
170.89,3013.527142,1102.712832,3.013527142,1.102712832
170.9,3013.591859,1102.712832,3.013591859,1.102712832
170.91,3013.656576,1102.709555,3.013656576,1.102709555
170.92,3013.773722,1102.703002,3.013773722,1.102703002
170.93,3013.906432,1102.696448,3.013906432,1.102696448
170.94,3013.966234,1102.696448,3.013966234,1.102696448
170.95,3014.026035,1102.696448,3.014026035,1.102696448
170.96,3014.037504,1102.696448,3.014037504,1.102696448
170.97,3014.047334,1102.696448,3.014047334,1.102696448
170.98,3014.063718,1102.696448,3.014063718,1.102696448
170.99,3014.207078,1102.696448,3.014207078,1.102696448
171,3014.445466,1102.698086,3.014445466,1.102698086
171.01,3014.751027,1102.701363,3.014751027,1.102701363
171.02,3015.032832,1102.707917,3.015032832,1.102707917
171.03,3015.420314,1102.71447,3.015420314,1.10271447
171.04,3015.86432,1102.71447,3.01586432,1.10271447
171.05,3016.165786,1102.711194,3.016165786,1.102711194
171.06,3016.246067,1102.70464,3.016246067,1.10270464
171.07,3016.380416,1102.706278,3.016380416,1.102706278
171.08,3016.555725,1102.706278,3.016555725,1.102706278
171.09,3016.597504,1102.706278,3.016597504,1.102706278
171.1,3016.608154,1102.706278,3.016608154,1.102706278
171.11,3016.633549,1102.706278,3.016633549,1.102706278
171.12,3016.65239,1102.706278,3.01665239,1.102706278
171.13,3016.649114,1102.706278,3.016649114,1.102706278
171.14,3016.645018,1102.706278,3.016645018,1.102706278
171.15,3016.649114,1102.709555,3.016649114,1.102709555
171.16,3016.639283,1102.716109,3.016639283,1.102716109
171.17,3016.631091,1102.722662,3.016631091,1.102722662
171.18,3016.622899,1102.722662,3.016622899,1.102722662
171.19,3016.737587,1102.722662,3.016737587,1.102722662
171.2,3016.880128,1102.722662,3.016880128,1.102722662
171.21,3017.14391,1102.719386,3.01714391,1.102719386
171.22,3017.411789,1102.706278,3.017411789,1.102706278
171.23,3017.487974,1102.706278,3.017487974,1.102706278
171.24,3017.601843,1102.706278,3.017601843,1.102706278
171.25,3017.756672,1102.706278,3.017756672,1.102706278
171.26,3017.783706,1102.706278,3.017783706,1.102706278
171.27,3017.900851,1102.706278,3.017900851,1.102706278
171.28,3017.986867,1102.706278,3.017986867,1.102706278
171.29,3018.173645,1102.707917,3.018173645,1.102707917
171.3,3018.468557,1102.711194,3.018468557,1.102711194
171.31,3018.763469,1102.71447,3.018763469,1.10271447
171.32,3019.11081,1102.727578,3.01911081,1.102727578
171.33,3019.431936,1102.727578,3.019431936,1.102727578
171.34,3019.730944,1102.727578,3.019730944,1.102727578
171.35,3019.864474,1102.727578,3.019864474,1.102727578
171.36,3019.971789,1102.727578,3.019971789,1.102727578
171.37,3020.131533,1102.727578,3.020131533,1.102727578
171.38,3020.255232,1102.727578,3.020255232,1.102727578
171.39,3020.27817,1102.727578,3.02027817,1.102727578
171.4,3020.383027,1102.727578,3.020383027,1.102727578
171.41,3020.446925,1102.727578,3.020446925,1.102727578
171.42,3020.591923,1102.727578,3.020591923,1.102727578
171.43,3020.709069,1102.729216,3.020709069,1.102729216
171.44,3020.786074,1102.736589,3.020786074,1.102736589
171.45,3020.920422,1102.736589,3.020920422,1.102736589
171.46,3020.931072,1102.733312,3.020931072,1.102733312
171.47,3020.949094,1102.720205,3.020949094,1.102720205
171.48,3020.958925,1102.720205,3.020958925,1.102720205
171.49,3020.967936,1102.720205,3.020967936,1.102720205
171.5,3020.992512,1102.720205,3.020992512,1.102720205
171.51,3021.003162,1102.720205,3.021003162,1.102720205
171.52,3021.131776,1102.720205,3.021131776,1.102720205
171.53,3021.194035,1102.720205,3.021194035,1.102720205
171.54,3021.335757,1102.720205,3.021335757,1.102720205
171.55,3021.479117,1102.720205,3.021479117,1.102720205
171.56,3021.543834,1102.723482,3.021543834,1.102723482
171.57,3021.675725,1102.736589,3.021675725,1.102736589
171.58,3021.769114,1102.736589,3.021769114,1.102736589
171.59,3021.994394,1102.736589,3.021994394,1.102736589
171.6,3022.314701,1102.736589,3.022314701,1.102736589
171.61,3022.623539,1102.740685,3.022623539,1.102740685
171.62,3023.038874,1102.740685,3.023038874,1.102740685
171.63,3023.468134,1102.740685,3.023468134,1.102740685
171.64,3023.729459,1102.740685,3.023729459,1.102740685
171.65,3023.986688,1102.740685,3.023986688,1.102740685
171.66,3024.351232,1102.740685,3.024351232,1.102740685
171.67,3024.675635,1102.740685,3.024675635,1.102740685
171.68,3024.95744,1102.740685,3.02495744,1.102740685
171.69,3025.17207,1102.740685,3.02517207,1.102740685
171.7,3025.385882,1102.740685,3.025385882,1.102740685
171.71,3025.657037,1102.740685,3.025657037,1.102740685
171.72,3025.762714,1102.740685,3.025762714,1.102740685
171.73,3025.936384,1102.740685,3.025936384,1.102740685
171.74,3025.962598,1102.724301,3.025962598,1.102724301
171.75,3026.015846,1102.727578,3.026015846,1.102727578
171.76,3026.055987,1102.727578,3.026055987,1.102727578
171.77,3026.09449,1102.723482,3.02609449,1.102723482
171.78,3026.117427,1102.723482,3.026117427,1.102723482
171.79,3026.153472,1102.723482,3.026153472,1.102723482
171.8,3026.188698,1102.723482,3.026188698,1.102723482
171.81,3026.203443,1102.723482,3.026203443,1.102723482
171.82,3026.213274,1102.723482,3.026213274,1.102723482
171.83,3026.221466,1102.723482,3.026221466,1.102723482
171.84,3026.218189,1102.741504,3.026218189,1.102741504
171.85,3026.428723,1102.743142,3.026428723,1.102743142
171.86,3026.640896,1102.744781,3.026640896,1.102744781
171.87,3026.839142,1102.748058,3.026839142,1.102748058
171.88,3027.089818,1102.748058,3.027089818,1.102748058
171.89,3027.274138,1102.748058,3.027274138,1.102748058
171.9,3027.484672,1102.748058,3.027484672,1.102748058
171.91,3027.657523,1102.748058,3.027657523,1.102748058
171.92,3027.654246,1102.748058,3.027654246,1.102748058
171.93,3027.688653,1102.748058,3.027688653,1.102748058
171.94,3027.727155,1102.748058,3.027727155,1.102748058
171.95,3027.737805,1102.748058,3.027737805,1.102748058
171.96,3027.760742,1102.649754,3.027760742,1.102649754
171.97,3027.770573,1102.649754,3.027770573,1.102649754
171.98,3027.780403,1102.649754,3.027780403,1.102649754
171.99,3027.884442,1102.649754,3.027884442,1.102649754
172,3027.984384,1102.649754,3.027984384,1.102649754
172.01,3028.047462,1102.65303,3.028047462,1.10265303
172.02,3028.16215,1102.654669,3.02816215,1.102654669
172.03,3028.228506,1102.659584,3.028228506,1.102659584
172.04,3028.235059,1102.666138,3.028235059,1.102666138
172.05,3028.256358,1102.666138,3.028256358,1.102666138
172.06,3028.279296,1102.682522,3.028279296,1.102682522
172.07,3028.300595,1102.666138,3.028300595,1.102666138
172.08,3028.307968,1102.666138,3.028307968,1.102666138
172.09,3028.332544,1102.666138,3.028332544,1.102666138
172.1,3028.340736,1102.666138,3.028340736,1.102666138
172.11,3028.398899,1102.671053,3.028398899,1.102671053
172.12,3028.443955,1102.671053,3.028443955,1.102671053
172.13,3028.573389,1102.671053,3.028573389,1.102671053
172.14,3028.65449,1102.677606,3.02865449,1.102677606
172.15,3028.678246,1102.677606,3.028678246,1.102677606
172.16,3028.970701,1102.677606,3.028970701,1.102677606
172.17,3029.304934,1102.69399,3.029304934,1.10269399
172.18,3029.571994,1102.677606,3.029571994,1.102677606
172.19,3030.001254,1102.677606,3.030001254,1.102677606
172.2,3030.274867,1102.677606,3.030274867,1.102677606
172.21,3030.410854,1102.677606,3.030410854,1.102677606
172.22,3030.480486,1102.677606,3.030480486,1.102677606
172.23,3030.533734,1102.680883,3.030533734,1.102680883
172.24,3030.572237,1102.680883,3.030572237,1.102680883
172.25,3030.594355,1102.687437,3.030594355,1.102687437
172.26,3030.632858,1102.687437,3.030632858,1.102687437
172.27,3030.654976,1102.687437,3.030654976,1.102687437
172.28,3030.666445,1102.703821,3.030666445,1.102703821
172.29,3030.662349,1102.700544,3.030662349,1.102700544
172.3,3030.685286,1102.687437,3.030685286,1.102687437
172.31,3030.78359,1102.687437,3.03078359,1.102687437
172.32,3030.833562,1102.687437,3.030833562,1.102687437
172.33,3030.961357,1102.687437,3.030961357,1.102687437
172.34,3031.098982,1102.690714,3.031098982,1.102690714
172.35,3031.16288,1102.690714,3.03116288,1.102690714
172.36,3031.226778,1102.695629,3.031226778,1.102695629
172.37,3031.011328,1102.700544,3.031011328,1.102700544
172.38,3031.020339,1102.700544,3.031020339,1.102700544
172.39,3031.148954,1102.703821,3.031148954,1.102703821
172.4,3031.29559,1102.713651,3.03129559,1.102713651
172.41,3031.425843,1102.700544,3.031425843,1.102700544
172.42,3031.692902,1102.700544,3.031692902,1.102700544
172.43,3031.919002,1102.700544,3.031919002,1.102700544
172.44,3032.082842,1102.705459,3.032082842,1.102705459
172.45,3032.267981,1102.705459,3.032267981,1.102705459
172.46,3032.493261,1102.708736,3.032493261,1.102708736
172.47,3032.867635,1102.712013,3.032867635,1.102712013
172.48,3033.135514,1102.712013,3.033135514,1.102712013
172.49,3033.407488,1102.712013,3.033407488,1.102712013
172.5,3033.608192,1102.71529,3.033608192,1.10271529
172.51,3033.812992,1102.718566,3.033812992,1.102718566
172.52,3033.898189,1102.712013,3.033898189,1.102712013
172.53,3033.926042,1102.71529,3.033926042,1.10271529
172.54,3033.971917,1102.71529,3.033971917,1.10271529
172.55,3033.969459,1102.71529,3.033969459,1.10271529
172.56,3034.005504,1102.71529,3.034005504,1.10271529
172.57,3034.012058,1102.71529,3.034012058,1.10271529
172.58,3034.021888,1102.718566,3.034021888,1.102718566
172.59,3034.030899,1102.721843,3.034030899,1.102721843
172.6,3034.028442,1102.721843,3.034028442,1.102721843
172.61,3034.053837,1102.731674,3.034053837,1.102731674
172.62,3034.099712,1102.738227,3.034099712,1.102738227
172.63,3034.202112,1102.738227,3.034202112,1.102738227
172.64,3034.301235,1102.738227,3.034301235,1.102738227
172.65,3034.37824,1102.738227,3.03437824,1.102738227
172.66,3034.496205,1102.721843,3.034496205,1.102721843
172.67,3034.616627,1102.721843,3.034616627,1.102721843
172.68,3034.627277,1102.721843,3.034627277,1.102721843
172.69,3034.687078,1102.721843,3.034687078,1.102721843
172.7,3034.804224,1102.721843,3.034804224,1.102721843
172.71,3034.88041,1102.721843,3.03488041,1.102721843
172.72,3035.039334,1102.721843,3.035039334,1.102721843
172.73,3035.275264,1102.721843,3.035275264,1.102721843
172.74,3035.411251,1102.721843,3.035411251,1.102721843
172.75,3035.516109,1102.721843,3.035516109,1.102721843
172.76,3035.686502,1102.738227,3.035686502,1.102738227
172.77,3035.913421,1102.738227,3.035913421,1.102738227
172.78,3036.196045,1102.738227,3.036196045,1.102738227
172.79,3036.4672,1102.738227,3.0364672,1.102738227
172.8,3036.748186,1102.73495,3.036748186,1.10273495
172.81,3036.912845,1102.728397,3.036912845,1.102728397
172.82,3037.046374,1102.72512,3.037046374,1.10272512
172.83,3037.130752,1102.72512,3.037130752,1.10272512
172.84,3037.156147,1102.72512,3.037156147,1.10272512
172.85,3037.167616,1102.72512,3.037167616,1.10272512
172.86,3037.192192,1102.72512,3.037192192,1.10272512
172.87,3037.203661,1102.72512,3.037203661,1.10272512
172.88,3037.224141,1102.730035,3.037224141,1.102730035
172.89,3037.012787,1102.730035,3.037012787,1.102730035
172.9,3037.022618,1102.733312,3.037022618,1.102733312
172.91,3037.023437,1102.748058,3.037023437,1.102748058
172.92,3037.032448,1102.751334,3.037032448,1.102751334
172.93,3037.029171,1102.751334,3.037029171,1.102751334
172.94,3037.025075,1102.751334,3.037025075,1.102751334
172.95,3037.016064,1102.751334,3.037016064,1.102751334
172.96,3037.13321,1102.752973,3.03713321,1.102752973
172.97,3037.196288,1102.75543,3.037196288,1.10275543
172.98,3037.315891,1102.75543,3.037315891,1.10275543
172.99,3037.486285,1102.75543,3.037486285,1.10275543
173,3037.656678,1102.75543,3.037656678,1.10275543
173.01,3038.017126,1102.75543,3.038017126,1.10275543
173.02,3038.285005,1102.75543,3.038285005,1.10275543
173.03,3038.713446,1102.75543,3.038713446,1.10275543
173.04,3039.17056,1102.75543,3.03917056,1.10275543
173.05,3039.537562,1102.75543,3.039537562,1.10275543
173.06,3039.793152,1102.751334,3.039793152,1.102751334
173.07,3040.088883,1102.747238,3.040088883,1.102747238
173.08,3040.26583,1102.739046,3.04026583,1.102739046
173.09,3040.533709,1102.73495,3.040533709,1.10273495
173.1,3040.800768,1102.73495,3.040800768,1.10273495
173.11,3040.974438,1102.73495,3.040974438,1.10273495
173.12,3041.227571,1102.73495,3.041227571,1.10273495
173.13,3041.373389,1102.73495,3.041373389,1.10273495
173.14,3041.41353,1102.73495,3.04141353,1.10273495
173.15,3041.438925,1102.73495,3.041438925,1.10273495
173.16,3041.462682,1102.738227,3.041462682,1.102738227
173.17,3041.502003,1102.741504,3.041502003,1.102741504
173.18,3041.527398,1102.748058,3.041527398,1.102748058
173.19,3041.551974,1102.75625,3.041551974,1.10275625
173.2,3041.574912,1102.75625,3.041574912,1.10275625
173.21,3041.615053,1102.743142,3.041615053,1.102743142
173.22,3041.635533,1102.739866,3.041635533,1.102739866
173.23,3041.674035,1102.743142,3.041674035,1.102743142
173.24,3041.70025,1102.746419,3.04170025,1.102746419
173.25,3041.721549,1102.746419,3.041721549,1.102746419
173.26,3041.746125,1102.746419,3.041746125,1.102746419
173.27,3041.796915,1102.746419,3.041796915,1.102746419
173.28,3041.943552,1102.746419,3.041943552,1.102746419
173.29,3042.061517,1102.746419,3.042061517,1.102746419
173.3,3042.282701,1102.746419,3.042282701,1.102746419
173.31,3042.453914,1102.759526,3.042453914,1.102759526
173.32,3042.653798,1102.762803,3.042653798,1.102762803
173.33,3042.78487,1102.762803,3.04278487,1.102762803
173.34,3042.864333,1102.749696,3.042864333,1.102749696
173.35,3042.932326,1102.746419,3.042932326,1.102746419
173.36,3042.982298,1102.746419,3.042982298,1.102746419
173.37,3043.100262,1102.746419,3.043100262,1.102746419
173.38,3043.165798,1102.746419,3.043165798,1.102746419
173.39,3043.283763,1102.746419,3.043283763,1.102746419
173.4,3043.352576,1102.746419,3.043352576,1.102746419
173.41,3043.349299,1102.746419,3.043349299,1.102746419
173.42,3043.359949,1102.746419,3.043359949,1.102746419
173.43,3043.372237,1102.746419,3.043372237,1.102746419
173.44,3043.383706,1102.759526,3.043383706,1.102759526
173.45,3043.381248,1102.762803,3.043381248,1.102762803
173.46,3043.393536,1102.762803,3.043393536,1.102762803
173.47,3043.404186,1102.762803,3.043404186,1.102762803
173.48,3043.40009,1102.767718,3.04340009,1.102767718
173.49,3043.424666,1102.754611,3.043424666,1.102754611
173.5,3043.414016,1102.751334,3.043414016,1.102751334
173.51,3043.40992,1102.751334,3.04340992,1.102751334
173.52,3043.405824,1102.751334,3.043405824,1.102751334
173.53,3043.401728,1102.754611,3.043401728,1.102754611
173.54,3043.398451,1102.754611,3.043398451,1.102754611
173.55,3043.394355,1102.757888,3.043394355,1.102757888
173.56,3043.385344,1102.757888,3.043385344,1.102757888
173.57,3043.382067,1102.757888,3.043382067,1.102757888
173.58,3043.377152,1102.757888,3.043377152,1.102757888
173.59,3043.374694,1102.770995,3.043374694,1.102770995
173.6,3043.721216,1102.774272,3.043721216,1.102774272
173.61,3043.834266,1102.774272,3.043834266,1.102774272
173.62,3044.074291,1102.774272,3.044074291,1.102774272
173.63,3044.311859,1102.774272,3.044311859,1.102774272
173.64,3044.451123,1102.774272,3.044451123,1.102774272
173.65,3044.583014,1102.770995,3.044583014,1.102770995
173.66,3044.613325,1102.764442,3.044613325,1.102764442
173.67,3044.67968,1102.761165,3.04467968,1.102761165
173.68,3044.81321,1102.761165,3.04481321,1.102761165
173.69,3045.016371,1102.757888,3.045016371,1.102757888
173.7,3045.093376,1102.757888,3.045093376,1.102757888
173.71,3045.228544,1102.757888,3.045228544,1.102757888
173.72,3045.253939,1102.757888,3.045253939,1.102757888
173.73,3045.26377,1102.757888,3.04526377,1.102757888
173.74,3045.276877,1102.757888,3.045276877,1.102757888
173.75,3045.286707,1102.761165,3.045286707,1.102761165
173.76,3045.298176,1102.767718,3.045298176,1.102767718
173.77,3045.295718,1102.770995,3.045295718,1.102770995
173.78,3045.320294,1102.770995,3.045320294,1.102770995
173.79,3045.317018,1102.774272,3.045317018,1.102774272
173.8,3045.313741,1102.770995,3.045313741,1.102770995
173.81,3045.32521,1102.769357,3.04532521,1.102769357
173.82,3045.321114,1102.76608,3.045321114,1.10276608
173.83,3045.313741,1102.762803,3.045313741,1.102762803
173.84,3045.309645,1102.762803,3.045309645,1.102762803
173.85,3045.315379,1102.762803,3.045315379,1.102762803
173.86,3045.310464,1102.767718,3.045310464,1.102767718
173.87,3045.317018,1102.767718,3.045317018,1.102767718
173.88,3045.31456,1102.774272,3.04531456,1.102774272
173.89,3045.368627,1102.774272,3.045368627,1.102774272
173.9,3045.525914,1102.777549,3.045525914,1.102777549
173.91,3045.751194,1102.784102,3.045751194,1.102784102
173.92,3046.083789,1102.777549,3.046083789,1.102777549
173.93,3046.434406,1102.777549,3.046434406,1.102777549
173.94,3046.726861,1102.774272,3.046726861,1.102774272
173.95,3046.886605,1102.774272,3.046886605,1.102774272
173.96,3047.023411,1102.774272,3.047023411,1.102774272
173.97,3047.107789,1102.774272,3.047107789,1.102774272
173.98,3047.161856,1102.774272,3.047161856,1.102774272
173.99,3047.174144,1102.774272,3.047174144,1.102774272
174,3047.253606,1102.774272,3.047253606,1.102774272
174.01,3047.400243,1102.774272,3.047400243,1.102774272
174.02,3047.532954,1102.789018,3.047532954,1.102789018
174.03,3047.582925,1102.792294,3.047582925,1.102792294
174.04,3047.655014,1102.795571,3.047655014,1.102795571
174.05,3047.650099,1102.795571,3.047650099,1.102795571
174.06,3047.675494,1102.795571,3.047675494,1.102795571
174.07,3047.685325,1102.785741,3.047685325,1.102785741
174.08,3047.695155,1102.785741,3.047695155,1.102785741
174.09,3047.718093,1102.785741,3.047718093,1.102785741
174.1,3047.727923,1102.785741,3.047727923,1.102785741
174.11,3047.736934,1102.785741,3.047736934,1.102785741
174.12,3047.733658,1102.785741,3.047733658,1.102785741
174.13,3047.727104,1102.785741,3.047727104,1.102785741
174.14,3047.718912,1102.785741,3.047718912,1.102785741
174.15,3047.49527,1102.785741,3.04749527,1.102785741
174.16,3047.490355,1102.785741,3.047490355,1.102785741
174.17,3047.482982,1102.798848,3.047482982,1.102798848
174.18,3047.480525,1102.802125,3.047480525,1.102802125
174.19,3047.59767,1102.802125,3.04759767,1.102802125
174.2,3047.888486,1102.802125,3.047888486,1.102802125
174.21,3047.983514,1092.784128,3.047983514,1.092784128
174.22,3048.357069,1092.774298,3.048357069,1.092774298
174.23,3048.865792,1092.767744,3.048865792,1.092767744
174.24,3049.123021,1092.767744,3.049123021,1.092767744
174.25,3049.350758,1092.767744,3.049350758,1.092767744
174.26,3049.583411,1092.767744,3.049583411,1.092767744
174.27,3049.74889,1092.767744,3.04974889,1.092767744
174.28,3049.885696,1092.767744,3.049885696,1.092767744
174.29,3050.033152,1092.767744,3.050033152,1.092767744
174.3,3050.179789,1092.767744,3.050179789,1.092767744
174.31,3050.302669,1092.767744,3.050302669,1.092767744
174.32,3050.477158,1092.780851,3.050477158,1.092780851
174.33,3050.55744,1092.787405,3.05055744,1.092787405
174.34,3050.554982,1092.787405,3.050554982,1.092787405
174.35,3050.565632,1092.787405,3.050565632,1.092787405
174.36,3050.577101,1092.787405,3.050577101,1.092787405
174.37,3050.586931,1092.790682,3.050586931,1.092790682
174.38,3050.597581,1092.791501,3.050597581,1.092791501
174.39,3050.609869,1092.796416,3.050609869,1.092796416
174.4,3050.621338,1092.796416,3.050621338,1.092796416
174.41,3050.61888,1092.799693,3.05061888,1.092799693
174.42,3050.72128,1092.799693,3.05072128,1.092799693
174.43,3051.093197,1092.799693,3.051093197,1.092799693
174.44,3051.470029,1092.795597,3.051470029,1.092795597
174.45,3052.059853,1092.779213,3.052059853,1.092779213
174.46,3052.53335,1092.779213,3.05253335,1.092779213
174.47,3052.897075,1092.779213,3.052897075,1.092779213
174.48,3053.101056,1092.779213,3.053101056,1.092779213
174.49,3053.20919,1092.779213,3.05320919,1.092779213
174.5,3053.317325,1092.779213,3.053317325,1.092779213
174.51,3053.371392,1092.779213,3.053371392,1.092779213
174.52,3053.409894,1092.779213,3.053409894,1.092779213
174.53,3053.464781,1092.779213,3.053464781,1.092779213
174.54,3053.531136,1092.78249,3.053531136,1.09278249
174.55,3053.585203,1092.798874,3.053585203,1.092798874
174.56,3053.653197,1092.798874,3.053653197,1.092798874
174.57,3053.677773,1092.798874,3.053677773,1.092798874
174.58,3053.688422,1092.798874,3.053688422,1.092798874
174.59,3053.698253,1092.78249,3.053698253,1.09278249
174.6,3053.737574,1092.785766,3.053737574,1.092785766
174.61,3053.746586,1092.790682,3.053746586,1.092790682
174.62,3053.756416,1092.790682,3.053756416,1.092790682
174.63,3053.780173,1092.790682,3.053780173,1.092790682
174.64,3053.789184,1092.790682,3.053789184,1.092790682
174.65,3053.785907,1092.790682,3.053785907,1.092790682
174.66,3053.780992,1092.790682,3.053780992,1.092790682
174.67,3053.771981,1092.790682,3.053771981,1.092790682
174.68,3053.767066,1092.790682,3.053767066,1.092790682
174.69,3053.76297,1092.807066,3.05376297,1.092807066
174.7,3053.759693,1092.807066,3.053759693,1.092807066
174.71,3053.802291,1092.807066,3.053802291,1.092807066
174.72,3053.911245,1092.807066,3.053911245,1.092807066
174.73,3053.960397,1092.807066,3.053960397,1.092807066
174.74,3054.061978,1092.807066,3.054061978,1.092807066
174.75,3054.161101,1092.807066,3.054161101,1.092807066
174.76,3054.224998,1092.807066,3.054224998,1.092807066
174.77,3054.451917,1092.793958,3.054451917,1.092793958
174.78,3054.621491,1092.790682,3.054621491,1.092790682
174.79,3054.777958,1092.790682,3.054777958,1.092790682
174.8,3055.002419,1092.790682,3.055002419,1.092790682
174.81,3055.312896,1092.790682,3.055312896,1.092790682
174.82,3055.389901,1092.790682,3.055389901,1.092790682
174.83,3055.522611,1092.790682,3.055522611,1.092790682
174.84,3055.654502,1092.790682,3.055654502,1.092790682
174.85,3055.684813,1092.790682,3.055684813,1.092790682
174.86,3055.725773,1092.790682,3.055725773,1.092790682
174.87,3055.74953,1092.803789,3.05574953,1.092803789
174.88,3055.772467,1092.807066,3.055772467,1.092807066
174.89,3055.782298,1092.807066,3.055782298,1.092807066
174.9,3055.932211,1092.807066,3.055932211,1.092807066
174.91,3056.062464,1092.807066,3.056062464,1.092807066
174.92,3056.090317,1083.025818,3.056090317,1.083025818
174.93,3056.088678,1073.06025,3.056088678,1.07306025
174.94,3056.128,1073.043866,3.056128,1.073043866
174.95,3056.13783,1073.048781,3.05613783,1.073048781
